Video Id, Channel Id, Title, Tags, Description, Privacy, Date Published, Category Id, Category Name, Thumbnail Url, Watch Url, FileName, Date Backed Up, View Count, Comment Count, Like Count, Dislike Count, Length (seconds)
"ad-GXe5J9RE","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 08 List of Tuples","comprehensive python workshop,python lambda functions,python using jupyter lab,python using jupyter,python,python collections,python tutorial,python workshop,python for java professionals,database operations using python,python hands on,python using jupyter notebook,python for freshers,python for beginners","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/ad-GXe5J9RE/maxresdefault.jpg","https://www.youtube.com/watch?v=ad-GXe5J9RE","08 List of Tuples.mp4","2020-12-26","67","0","0","0","691"
"pxwPEnLsKvU","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 09 List of dicts","python for freshers,python collections,python for java professionals,python hands on,python using jupyter lab,python lambda functions,python using jupyter notebook,python for beginners,python tutorial,python workshop,python using jupyter,python,comprehensive python workshop,database operations using python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/pxwPEnLsKvU/maxresdefault.jpg","https://www.youtube.com/watch?v=pxwPEnLsKvU","09 List of dicts.mp4","2020-12-26","31","0","0","0","489"
"EVp-skflxO4","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 06 Manipulating dict","python for beginners,python tutorial,python workshop,python lambda functions,comprehensive python workshop,python for freshers,python collections,python for java professionals,python,python using jupyter,python using jupyter notebook,python hands on,python using jupyter lab,database operations using python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/EVp-skflxO4/maxresdefault.jpg","https://www.youtube.com/watch?v=EVp-skflxO4","06 Manipulating dict.mp4","2020-12-26","18","0","0","0","653"
"-XmkPihHHhA","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 07 Common Examples   dict","python using jupyter notebook,python workshop,python lambda functions,python hands on,python using jupyter,python collections,python using jupyter lab,database operations using python,python,python for freshers,python tutorial,python for java professionals,python for beginners,comprehensive python workshop","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/-XmkPihHHhA/maxresdefault.jpg","https://www.youtube.com/watch?v=-XmkPihHHhA","07 Common Examples - dict.mp4","2020-12-26","11","0","0","0","273"
"fZ-QOUk-ia4","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 05 Accessing Elements   tuples","python using jupyter notebook,comprehensive python workshop,python collections,python,database operations using python,python workshop,python tutorial,python for java professionals,python using jupyter,python for freshers,python lambda functions,python for beginners,python using jupyter lab,python hands on","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/fZ-QOUk-ia4/maxresdefault.jpg","https://www.youtube.com/watch?v=fZ-QOUk-ia4","05 Accessing Elements - tuples.mp4","2020-12-26","11","0","0","0","202"
"FpxL1G8ktOk","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 04 Accessing Elements   dict","python,comprehensive python workshop,python using jupyter notebook,database operations using python,python hands on,python for freshers,python using jupyter lab,python using jupyter,python for beginners,python workshop,python tutorial,python for java professionals,python collections,python lambda functions","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/FpxL1G8ktOk/maxresdefault.jpg","https://www.youtube.com/watch?v=FpxL1G8ktOk","04 Accessing Elements - dict.mp4","2020-12-26","55","0","2","0","341"
"Cc_zWN2u6F8","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 03 Common Operations   dict and tuple","python collections,python lambda functions,python for beginners,python workshop,python using jupyter,python hands on,python tutorial,python using jupyter lab,python for freshers,comprehensive python workshop,python using jupyter notebook,python,python for java professionals,database operations using python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/Cc_zWN2u6F8/maxresdefault.jpg","https://www.youtube.com/watch?v=Cc_zWN2u6F8","03 Common Operations - dict and tuple.mp4","2020-12-26","19","0","0","0","311"
"G79XqjTXm74","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - dict and tuple - 02 Overview of dict and tuple","python using jupyter lab,python using jupyter,python for beginners,python hands on,comprehensive python workshop,python using jupyter notebook,database operations using python,python,python lambda functions,python for java professionals,python for freshers,python collections,python tutorial,python workshop","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner.

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","27","Education","https://i.ytimg.com/vi/G79XqjTXm74/maxresdefault.jpg","https://www.youtube.com/watch?v=G79XqjTXm74","02 Overview of dict and tuple.mp4","2020-12-26","21","0","1","1","338"
"-7fS4iSiAAU","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 06 Updating and Deleting elements   list","python for beginners,python using jupyter notebook,python workshop,python tutorial,comprehensive python workshop,python lambda functions,python for freshers,python hands on,python using jupyter lab,python,python using jupyter,database operations using python,python for java professionals,python collections","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/-7fS4iSiAAU/maxresdefault.jpg","https://www.youtube.com/watch?v=-7fS4iSiAAU","06 Updating and Deleting elements - list.mp4","2020-12-26","10","0","0","0","129"
"4hiDOB-qJ1U","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 02 Overview of list and set","python collections,python tutorial,python workshop,python using jupyter lab,python lambda functions,python for freshers,python for java professionals,python for beginners,database operations using python,python,python using jupyter notebook,python hands on,comprehensive python workshop,python using jupyter","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/4hiDOB-qJ1U/maxresdefault.jpg","https://www.youtube.com/watch?v=4hiDOB-qJ1U","02 Overview of list and set.mp4","2020-12-26","28","0","0","0","257"
"7pQtZY6AcWk","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 09 Typical set operations","python workshop,python tutorial,python using jupyter,python hands on,python lambda functions,python for beginners,python using jupyter notebook,python,database operations using python,python for freshers,python for java professionals,python collections,python using jupyter lab,comprehensive python workshop","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/7pQtZY6AcWk/maxresdefault.jpg","https://www.youtube.com/watch?v=7pQtZY6AcWk","09 Typical set operations.mp4","2020-12-26","6","0","0","0","109"
"CTn7lp8qwCs","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 05 Adding elements to list","python for java professionals,python using jupyter lab,python tutorial,python using jupyter,python lambda functions,python hands on,python collections,comprehensive python workshop,python using jupyter notebook,python workshop,python for freshers,python,python for beginners,database operations using python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/CTn7lp8qwCs/maxresdefault.jpg","https://www.youtube.com/watch?v=CTn7lp8qwCs","05 Adding elements to list.mp4","2020-12-26","6","0","0","0","167"
"MIdU52-_KIw","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 08 Adding and Deleting elements   set","comprehensive python workshop,python using jupyter notebook,python workshop,python using jupyter lab,python hands on,python for beginners,python lambda functions,python for java professionals,python tutorial,python,python for freshers,python using jupyter,python collections,database operations using python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/MIdU52-_KIw/maxresdefault.jpg","https://www.youtube.com/watch?v=MIdU52-_KIw","08 Adding and Deleting elements - set.mp4","2020-12-26","11","0","0","0","232"
"PH_2wtn1diI","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 03 Common Operations","python for java professionals,python using jupyter notebook,python for beginners,database operations using python,comprehensive python workshop,python using jupyter,python collections,python tutorial,python using jupyter lab,python for freshers,python lambda functions,python hands on,python,python workshop","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/PH_2wtn1diI/maxresdefault.jpg","https://www.youtube.com/watch?v=PH_2wtn1diI","03 Common Operations.mp4","2020-12-26","15","0","0","0","146"
"QIYmaH2tiew","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 10 Validating sets","python tutorial,comprehensive python workshop,python for freshers,python lambda functions,python collections,python hands on,python workshop,python,database operations using python,python for java professionals,python using jupyter,python using jupyter lab,python using jupyter notebook,python for beginners","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/QIYmaH2tiew/maxresdefault.jpg","https://www.youtube.com/watch?v=QIYmaH2tiew","10 Validating sets.mp4","2020-12-26","12","0","0","0","131"
"aOZkxI1Njww","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 04 Accessing elements from list","python using jupyter lab,python using jupyter notebook,python for java professionals,python using jupyter,database operations using python,python for beginners,python collections,python for freshers,python lambda functions,comprehensive python workshop,python tutorial,python,python workshop,python hands on","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/aOZkxI1Njww/maxresdefault.jpg","https://www.youtube.com/watch?v=aOZkxI1Njww","04 Accessing elements from list.mp4","2020-12-26","6","0","0","0","228"
"e5Q31cv9F-o","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 07 Other list operations","python hands on,comprehensive python workshop,python using jupyter,python for beginners,python,python collections,database operations using python,python using jupyter lab,python lambda functions,python for java professionals,python workshop,python tutorial,python for freshers,python using jupyter notebook","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/e5Q31cv9F-o/maxresdefault.jpg","https://www.youtube.com/watch?v=e5Q31cv9F-o","07 Other list operations.mp4","2020-12-26","9","0","0","0","148"
"tf_27AxQVqQ","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Overview of Collections - list and set - 11 list and set   Usage","python for freshers,database operations using python,python,python for java professionals,python for beginners,comprehensive python workshop,python workshop,python using jupyter notebook,python collections,python hands on,python using jupyter,python lambda functions,python using jupyter lab,python tutorial","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-23","28","Science & Technology","https://i.ytimg.com/vi/tf_27AxQVqQ/maxresdefault.jpg","https://www.youtube.com/watch?v=tf_27AxQVqQ","11 list and set - Usage.mp4","2020-12-26","10","0","0","0","480"
"9UvQ0extBhQ","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 09 Running os commands","python tutorial,database operations using python,python hands on,python for freshers,python,comprehensive python workshop,python for beginners,python collections,python using jupyter,python for java professionals,python workshop,python using jupyter notebook,python lambda functions,python using jupyter lab","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/9UvQ0extBhQ/maxresdefault.jpg","https://www.youtube.com/watch?v=9UvQ0extBhQ","09 Running os commands.mp4","2020-12-26","19","0","0","0","563"
"Uti9PxgAnm8","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 08 All about for loops","python using jupyter notebook,python hands on,comprehensive python workshop,python tutorial,python,python using jupyter lab,python for java professionals,python for beginners,python workshop,database operations using python,python lambda functions,python collections,python using jupyter,python for freshers","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/Uti9PxgAnm8/maxresdefault.jpg","https://www.youtube.com/watch?v=Uti9PxgAnm8","08 All about for loops.mp4","2020-12-26","14","0","0","0","953"
"vo2_1q9bXco","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 07 Conditionals","python hands on,python for beginners,python using jupyter,python using jupyter lab,python,database operations using python,python using jupyter notebook,comprehensive python workshop,python collections,python for java professionals,python lambda functions,python for freshers,python workshop,python tutorial","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/vo2_1q9bXco/maxresdefault.jpg","https://www.youtube.com/watch?v=vo2_1q9bXco","07 Conditionals.mp4","2020-12-26","20","0","0","0","714"
"-53CbYaZMjg","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 12 Exercise   User Defined Functions","python tutorial,python collections,python using jupyter,python hands on,python workshop,python lambda functions,python for beginners,database operations using python,python for java professionals,python for freshers,python using jupyter notebook,python,comprehensive python workshop,python using jupyter lab","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/-53CbYaZMjg/maxresdefault.jpg","https://www.youtube.com/watch?v=-53CbYaZMjg","12 Exercise - User Defined Functions.mp4","2020-12-26","21","0","0","0","117"
"-kw6qY9Iw6U","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 11 Usage of Lambda Functions","database operations using python,python collections,python using jupyter,python for java professionals,python using jupyter notebook,python using jupyter lab,python for beginners,python tutorial,comprehensive python workshop,python lambda functions,python for freshers,python hands on,python workshop,python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/-kw6qY9Iw6U/maxresdefault.jpg","https://www.youtube.com/watch?v=-kw6qY9Iw6U","11 Usage of Lambda Functions.mp4","2020-12-26","28","0","0","0","465"
"0Qtp243txLc","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 06 Tasks   Data Types and Operators","python for freshers,python collections,python for java professionals,python,python using jupyter lab,python lambda functions,python using jupyter notebook,python for beginners,python tutorial,python workshop,python using jupyter,python hands on,comprehensive python workshop,database operations using python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/0Qtp243txLc/maxresdefault.jpg","https://www.youtube.com/watch?v=0Qtp243txLc","06 Tasks - Data Types and Operators.mp4","2020-12-26","13","0","0","0","418"
"7WdnoQCeOco","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 04 Returning Variables","python for java professionals,comprehensive python workshop,python,python tutorial,python hands on,python using jupyter notebook,python collections,python for freshers,database operations using python,python lambda functions,python workshop,python using jupyter lab,python for beginners,python using jupyter","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/7WdnoQCeOco/maxresdefault.jpg","https://www.youtube.com/watch?v=7WdnoQCeOco","04 Returning Variables.mp4","2020-12-26","11","0","0","0","172"
"95vzHDMthK4","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 08 Recap of User Defined Functions","python hands on,python for beginners,python using jupyter,python using jupyter lab,python,database operations using python,python using jupyter notebook,comprehensive python workshop,python collections,python for java professionals,python lambda functions,python for freshers,python workshop,python tutorial","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/95vzHDMthK4/maxresdefault.jpg","https://www.youtube.com/watch?v=95vzHDMthK4","08 Recap of User Defined Functions.mp4","2020-12-26","13","0","0","0","577"
"AY86oJYfgbg","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 04 Data Types   Commonly Used","python for beginners,python,python collections,python hands on,python tutorial,python for java professionals,python lambda functions,python using jupyter notebook,comprehensive python workshop,python workshop,python for freshers,database operations using python,python using jupyter,python using jupyter lab","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/AY86oJYfgbg/maxresdefault.jpg","https://www.youtube.com/watch?v=AY86oJYfgbg","04 Data Types - Commonly Used.mp4","2020-12-26","17","0","0","0","119"
"AmfpCkrDTqI","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 03 Doc Strings","python using jupyter,python using jupyter notebook,python hands on,python using jupyter lab,python for freshers,python collections,python for java professionals,python lambda functions,database operations using python,python for beginners,python tutorial,python workshop,comprehensive python workshop,python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/AmfpCkrDTqI/maxresdefault.jpg","https://www.youtube.com/watch?v=AmfpCkrDTqI","03 Doc Strings.mp4","2020-12-26","11","0","0","0","131"
"HrbkFjN9Puc","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 07 Keyword Arguments","python using jupyter lab,python tutorial,python hands on,python lambda functions,python for java professionals,python using jupyter,python workshop,python for freshers,comprehensive python workshop,python,database operations using python,python collections,python for beginners,python using jupyter notebook","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/HrbkFjN9Puc/maxresdefault.jpg","https://www.youtube.com/watch?v=HrbkFjN9Puc","07 Keyword Arguments.mp4","2020-12-26","10","0","0","0","252"
"QUP9j4wKkBM","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 01 Introduction","python for beginners,python using jupyter notebook,python workshop,python tutorial,comprehensive python workshop,python lambda functions,python for freshers,python hands on,python using jupyter lab,python,python using jupyter,database operations using python,python for java professionals,python collections","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/QUP9j4wKkBM/maxresdefault.jpg","https://www.youtube.com/watch?v=QUP9j4wKkBM","01 Introduction.mp4","2020-12-26","17","0","0","0","78"
"VX_ZokJZlV8","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 05 Operators in Python","python for beginners,python for freshers,python,python hands on,python collections,python tutorial,python for java professionals,python lambda functions,comprehensive python workshop,python using jupyter notebook,python workshop,database operations using python,python using jupyter lab,python using jupyter","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/VX_ZokJZlV8/maxresdefault.jpg","https://www.youtube.com/watch?v=VX_ZokJZlV8","05 Operators in Python.mp4","2020-12-26","15","0","0","0","157"
"_h9xDm469FI","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 09 Passing Functions as Arguments","python hands on,python workshop,python,python tutorial,comprehensive python workshop,python for freshers,python lambda functions,python for beginners,python collections,database operations using python,python for java professionals,python using jupyter,python using jupyter lab,python using jupyter notebook","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/_h9xDm469FI/maxresdefault.jpg","https://www.youtube.com/watch?v=_h9xDm469FI","09 Passing Functions as Arguments.mp4","2020-12-26","19","0","0","0","340"
"aQhJqahdHEc","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 06 Varying Arguments","comprehensive python workshop,python using jupyter notebook,python workshop,database operations using python,python using jupyter lab,python using jupyter,python hands on,python collections,python tutorial,python for beginners,python,python lambda functions,python for java professionals,python for freshers","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/aQhJqahdHEc/maxresdefault.jpg","https://www.youtube.com/watch?v=aQhJqahdHEc","06 Varying Arguments.mp4","2020-12-26","17","0","0","0","252"
"erXmmKc8SWg","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 05 Function Parameters and Arguments","database operations using python,python using jupyter lab,python using jupyter,comprehensive python workshop,python using jupyter notebook,python workshop,python for freshers,python lambda functions,python for java professionals,python hands on,python collections,python tutorial,python for beginners,python","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/erXmmKc8SWg/maxresdefault.jpg","https://www.youtube.com/watch?v=erXmmKc8SWg","05 Function Parameters and Arguments.mp4","2020-12-26","12","0","0","0","342"
"jX28rXnwMDA","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 02 Defining Functions","python using jupyter,python hands on,database operations using python,python for beginners,python using jupyter notebook,python for freshers,python,python using jupyter lab,python lambda functions,comprehensive python workshop,python for java professionals,python workshop,python tutorial,python collections","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/jX28rXnwMDA/maxresdefault.jpg","https://www.youtube.com/watch?v=jX28rXnwMDA","02 Defining Functions.mp4","2020-12-26","8","0","0","0","160"
"n5AigWIswkQ","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 02 Getting Help","python for beginners,comprehensive python workshop,database operations using python,python,python tutorial,python lambda functions,python using jupyter lab,python for freshers,python workshop,python using jupyter notebook,python for java professionals,python collections,python using jupyter,python hands on","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/n5AigWIswkQ/maxresdefault.jpg","https://www.youtube.com/watch?v=n5AigWIswkQ","02 Getting Help.mp4","2020-12-26","28","0","0","0","235"
"nbJfgGbDXPo","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - Basic Programming Constructs - 03 Variables and Objects","python tutorial,python collections,python,python workshop,python using jupyter lab,python for beginners,database operations using python,python for java professionals,python for freshers,python using jupyter notebook,comprehensive python workshop,python using jupyter,python lambda functions,python hands on","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/nbJfgGbDXPo/maxresdefault.jpg","https://www.youtube.com/watch?v=nbJfgGbDXPo","03 Variables and Objects.mp4","2020-12-26","16","0","0","0","108"
"qO1qRmPtx6I","UCakdSIPsJqiOLqylgoYmwQg","Mastering Python - User Defined Functions - 10 Lambda Functions","python for beginners,database operations using python,python for freshers,python for java professionals,python lambda functions,comprehensive python workshop,python using jupyter,python hands on,python tutorial,python,python using jupyter notebook,python workshop,python using jupyter lab,python collections","Feel free to access the complete material from https://python.itversity.com. You can also download each notebook from top right corner. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCakdSIPsJqiOLqylgoYmwQg/join","Public","2020-12-22","28","Science & Technology","https://i.ytimg.com/vi/qO1qRmPtx6I/maxresdefault.jpg","https://www.youtube.com/watch?v=qO1qRmPtx6I","10 Lambda Functions.mp4","2020-12-26","24","0","0","0","240"
